textarea,party,condition,topic,manipulation_check
"The federal government should fund paid parental leave so that all parents can spend time with their children. All families deserve to spend quality time together. If the government supported paid parental leave, more families would be able to do so. Currently, many families in the United States do not have access to paid parental leave. This means that if they have to weigh the consequences of taking unpaid leave. 

Additionally, many governments in other developed nations provide citizens with paid parental leave. If other countries are able to implement this, the United States should be able to as well. Overall, taking paid parental leave should be a right that is supported by the federal government.",2,control,parent,1
"Ukraine is a key regional strategic partner that has undertaken significant efforts to modernize its military and increase it interoperability within NATO.  It remains an urgent security assistance priority to provide Ukraine with the equipment and funds it needs to properly defend itself against Russia.  Without ongoing economic assistance and direct support from the US and European partners, Ukraines ability to function as a democratic state and defend itself from Russia would be severely diminished.  This would remove a US ally from the board and give Putin the confidence to invade and take over other countries.  Ukraine has long played an important role in the global security order and the power rivalry with Russia will dominate international relations in the decades ahead.",2,control,ukraine,1
"The U.S federal government funding for paid parental leave would have a positive impact on citizens b3cause it will promote more bonding between families, improve well-being of the family and gives especially mothers their deserved rest. It will also allow parents, especially mothers to bond with their newborns, leading to healthier child development and increase family relationships. Additionally, paid parents leave can also reduce financial strain on families, decrease employee turnover rates and gives quality time rest to individuals which boost workforce productivity upon resumption. By supporting working parents in balancing their proffesional and personal lives, this policy can contribute to a more inclusive and supportive society where individuals I can thrive both at home and in the workplace.",2,control,parent,1
"Student debt should be cancelled -- up to a reasonable amount -- because students, both those who graduate and those who don't -- are being left with what often is an insurmountable burden that makes it difficult for them to pursue a full life after they leave college. Many are unable to buy a home or start a family or even pursue a job in their field because it may not pay enough. Many carry student loan debt for 15, 20, 25 years or more. Sometimes students carry a huge amount of debt simply because their college decided to build new buildings that perhaps weren't necessary. It's not fair to burden these young people who are simply trying to move forward. It's important to encourage young people to pursue higher education -- whether that be for a trade, for a liberal arts education, or other field. We need a workforce that is educated in order to meet the needs of the future. The increasingly technological nature of our society -- particularly with AI leading the way -- means that we will increasingly need people who are well educated. We can't expect students to carry the full burden of the cost of higher education.",2,control,loan,1
i think they should be banned because they very easily get into the hands of the wrong people and used for the wrong things. i dont see the need for people to own these and i understand people want to own a gun for protection but a handgun is more then enough protection for a normal person to own and be able to protect themselves. there is no reason in my personal opinion for anyone to have the need for  a semi automatic rifle other then just wating to show off to people and say that they own an assult rifle,2,control,gun,1
"Student debt is out of control. At some point, the rampant debt has an impact on the financial status of a large number of Americans. That means that people have less to spend on everything the economy demands we buy, from smaller purchases like a piece of meat to larger ones like homes and cars. This is actively detrimental to the economy and will inevitably cause a catastrophic failure as these loans default. In addition, college has become way overpriced. In essence, the lenders providing these loans are legal usurers who are exploiting young adults, mainly, as they try to establish themselves. They need to pay the price for their recklessness and the colleges need to be reigned in. On top of this, people need to be free to focus on their futures. If debt is less than an issue, people will be more willing to get an education, keeping America on top of innovation and success.",2,control,loan,1
"Government should assist those unable to afford health insurance to ensure equitable access to healthcare . This helps promote public health , reduce burden on emergency services and fosters healthier , more productive society .Additionally , it reflects a commitment to social welfare and addresses fundamental right to health for all our citizens .
Those less fortunate that can't afford their own health care live in country governed by government that allowed health care costs to sky rocket , making it so hard to afford .We can fix this .It's not that hard . Besides , it's RIGHT thing to do .",2,control,health,1
"The youth are our future and we are currently seeing what happens to them when they are neglected as children. All over the news today we see kids getting into fights, committing crimes, and having no respect for authority. We can help our future kids by giving parents the ability to stay home and raise their children in those early formative years.  These kids will bond with their parents and form healthy attachments which will help them grow into being healthy functional adults. If we invest in families while they are young we can save time and money by not housing them in jail or behavioral programs becasue they are out of control.",2,control,parent,1
"We talk about America being the greatest country in the world, and the shining beacon on the hill for all to see and marvel at. But we are also a country where a growing number of our citizens are an illness or injury away from bankruptcy and homelessness. For many, their basic monthly medicine is more expensive than their food. For many with unpaid sick leave, they risk losing their job if they miss a shift, so they come to work sick and get everyone else sick. Medical bill should not keep people awake at night. We see other countries where state-funded health care works, and works well. We can do better, and we must do better.",2,control,health,1
"There is a single use case for assault rifles - to be able to fire off multiple rounds quickly to kill something or someone.  Outside of that purpase, an assault rifle is overkill for any other reason.  That said, why do we need to make them available to everyone in society? We can certainly have all other types of firearms but assault rifles should be limited to police and military.  If you're reason to own one is to keep the military and police honest or in check, then you probably need to evaluate your world view or at least your view of the United States being a free and democratic country. My guess is those that have this view probably subscribe to conspiracy theories, in which case, no persuasive argument will suffice.",2,control,gun,1
"The U.S. federal government should fund paid parental leave for a number of reasons.  First, the United States is one of the few industrialized nations that does not guarantee some form of paid parental leave.  Lacking this benefit makes our country seem archaic and backward.  Second, the first weeks of an infant's life involve the strongest bonding to the parent.  Not providing paid leave will force many parents to return to work during that crucial bonding period, and many studies suggest that failed bonding during this period leads to developmental delays and lack of social skills in children.  Paid parental leave is something that is long overdue in this country.",2,control,parent,1
Dear opposing party participants as we both know access to affordable Healthcare is a fundamental right that every individual deserves however not everyone is fortunate enough to afford health insurance on their own vulnerable to financial hardships when faced with unexpected medical expenses this is where government intervention comes into play the governments allocation of funds to assist people who are unable to fully afford health insurance is not only a moral obligation but also a smart economic decision that benefits society as a whole firstly the high cost of Healthcare is a major barrier for many low-income individuals preventing them from seeking necessary medical care this can lead to serious health consequences including chronic diseases which ultimately results in higher health care worse for society in the long run by providing financial assistance for health insurance the government can ensure that everyone has access to preventive care services that can help detect diseases at an early stage thereby reducing the overall healthcare cost also sites .,2,control,health,1
I believe that it is important to ban the sale of semi-automatic assault-style rifles. These weapons are dangerous and can be used to cause mass casualties. They are not appropriate for civilian use. Banning these weapons will limit the amount of harm that can be caused by a criminal. I believe that banning these dangerous weapons will not harm law-abiding citizens. We will be safer without these weapons in the hands of criminals. I hope that pro-gun advocates will be willing to accept that the banning of the sale of semi-automatic assault-style rifles is a path towards fewer mass murders.,2,control,gun,1
"A carbon tax could steer people away from using fossil fuels and encourage people to use fuels that are less polluting. Fossil fuels are the most prevalent greenhouse gas driving climate change, which has negative outcomes in so many areas of our daily life, from the taste of fruit, to temperatures of our cities, to the length of the growing seasons.The tax would incentivize investment into more sustainable infrastructure and practices.  Carbon pollution is nearly entirely caused by human activities and without a significant deterrent, corporations will continue to do what's most profitable. The U.S. is by far the largest emitter in the entire world, and in the U.S., 100 companies are responsible for 71% of the entire world's global emissions. Hit them in the pocket book.",2,control,carbon,1
"U.S. government funding of paid parental leave should be implemented because it would strengthen trust between employees and employers, benefit their children's development, and save money. If parent's received paid parental leave, they 'd be able to take absence from work with the assuredness that their finances, job safety, or reputation wouldn't be in jeopardy. Also, children would benefit as the parent(s) would be in the home to care for them and foster a relationship that is integral to their development. Furthermore, being at home would save parents money they'd other wise be compelled to spend on daycare, nannies, babysitters, etc.",2,control,parent,1
"I believe that the US should implement a carbon tax, as it may be the best way to incentivize businesses to change their corporate environmental policies. By making greenhouse gas emissions cost a company on an on-going basis, it will directly affect a company's bottom line. Companies would be more likely to try to reduce this expense by seeking out more environmentally-friendly alternatives, by investing in clean tech, or by modifying the way that they do business. The longer-term net result is decreased emissions and a cleaner environment. In the interim, the funds raised by a carbon tax could be applied directly to both research and infrastructure to help business adopt more environmentally-friendly business models.",2,control,carbon,1
I feel like while we probably should provide some aid to ukraine but I think for the most part we have done enough for them. I feel like some help should probably be given to them but not as much as we have been giving to them. They should be dealing with their own problems by now. Those funds that have been given to them could be used for other purposes such as combating climate change and improving services here in the US. We need to get our priorities straight and start helping ukraine less and let them deal with their own problems.,2,control,ukraine,1
"Large companies should pay a federal carbon tax. In the United States, it is very rare that the average citizen contributes significant amounts of carbon emissions; however, it is typically the average citizen who is left dealing with the aftermath of these emissions. The average US citizen feels these effects in smog, polluted water, increased allergies/immune system issues, and severe weather events. Multi-billion dollar companies such as Amazon are the ones who would be paying a federal carbon tax, and they are the largest contributors to carbon emissions. Since these companies refuse to find better ways to practice their business and stick with the cheapest, most harmful options, they should have to pay to make the everyday experience better for citizens who do not emit large carbon emissions. This way, companies may find better ways to run their factories. If they don't, the taxes can go into cleaning up the mess they've left behind.",2,control,carbon,1
"The human cost of unaffordable healthcare is staggering. Millions of US citizens lack in basic preventative healthcare leading to delayed diagnosis, chronic illnesses and preventable deaths. Families are forced to choose between groceries and healthcare/meds which puts their  health and well being at risk. This burden impacts not just individuals but our entire society. Unhealthy citizens can translate to a less productive workforce, higher healthcare costs overall, and a weakened social fabric. Investing in affordable healthcare is not about charity it is about smart economics. When an American as access to reliable healthcare and treatment they stay healthier, miss fewer workdays and most of all require less expensive emergency care. Having a healthier more productive workforce benefits businesses and the economy as a whole. I read an article that stated access to affordable healthcare can create jobs, increase economic activity, and possibly even reduce crime.",2,control,health,1
"Cancelling student debt is important because it helps a lot of people who are struggling with money. When students finish college, they often owe a lot of money from loans they took to pay for school. This debt makes it hard for them to buy houses, start businesses or do other things that would help the economy. By cancelling their debt, we give them a chance to have a fair shot at success, no matter where they come from. It also means they can choose jobs they like, not just ones that pay a lot to help pay off their debt. So cancelling student debts isn't just about money, it is about giving everyone a fair chance to do well in life.",2,control,loan,1
"By its very nature, a semi-automatic rifle is a weapon of war, and it tends to be the weapon of choice for individuals who want to kill the most people in one fell swoop. There's no need for a civilized society to make these guns legal, when there are other weapons available for gun enthusiasts. I know that some believe that semi-automatics should remain accessible, but it's a slippery slope and can lead to the justification for the need for other weapons of war. Most people are not equipped to use these weapons judiciously, as history can attest. As Spock would say, ""The needs of the many outweigh the needs of the few.""",2,control,gun,1
"Mass shootings in the United States have become an unescapable and tragic problem. Multiple times a year, we are horrifically reminded of the carnage that assault-style rifles inflict on innocent people. These types of weapons of war have no place in everyday society. Yes, the second amendment grants the right to bear arms, but there are common sense reforms that can implemented that can reduce gun violence. We do not need military-style guns, and 30-round magazines for hunting or home defense. Disturbed individuals involved in mass shootings are also often attracted to rifles styled after military weapons. A ban on assault-style rifles will save lives. We owe it to the countless communities and families that have been torn apart by gun violence.",2,control,gun,1
"After a certain point, it no longer makes sense to keep paying an immense amount of money towards something that people can't really pay off. If you think about how much average people struggle with credit card debt, imagine how difficult it is to make any progress when the starting amount of student loan debt is often several magnitudes more than the average credit card debt. I'm struggling right now with $3000 of credit card debt, about this time last year I was at something like $3500, and I got it down to $2000 before the holidays. It's always on my mind and I feel like an accident could wipe me out. These kids might be in student loan debt at $10,000, $50,000, or $100,000 or more. How are they supposed to do that? I think these loan companies have convinced people they HAVE to go to college, and they get trapped because it costs a ridiculous amount now. The government exists partially to try to fix problems, and the student loan industry is a problem. We can make lives better, and canceling the debt of citizens is going to put all that money into buying stuff in the economy. It's a good moral move and a good business move.",2,control,loan,1
"It would seem that the overwhelming majority of American's can finally agree on something. Climate change is indeed happening, and what we do to combat it matters. Allowing the federal government to write a law to help combat it by enacting a federal carbon tax is just one step that we need to take to make sure not only our generation, but those that follow can live free from the devastating effects of climate that that many today are already experiencing. It's going to get worse if we don't make a collective effort to help combat it, and that's why I am here today asking you to consider supporting a carbon tax. Enacting a carbon tax can put a great amount of pressure on industries to change their ways, and it can even greatly motivate them to invest in production methods that limit the amount of pollution they're responsible for.",2,control,carbon,1
"Studies have shown a multitude of positive effects that paid maternity leave can have on women and their children. Some of these include the improvement of maternal and infant health, a decrease in infant mortality rate, and a reduction in both low birthweight and early-birth children. Studies have also shown that at if women with less than 8 weeks of paid leave have shown an increase in mental health issues and postpartum depression. In countries such as Switzerland, mothers get 16 weeks of maternity leave and that alone significantly improves so many facets of their new lives as mothers, such as an increase in breastfeeding connection with a mother and her child (which has numerous benefits considering that a child receives all their nutrients from their mom). If we can ensure that our workers have no issues with their birth, their child, and their mental health, aren't we building them up to be better workers and be more loyal to your company?",2,control,parent,1
"When I hear semi-automatic rifle, I think of war and who actually need this in the real world. Honestly, imagine if you are home and relaxing after a long day at work. There are suspicious people walking around and it looks like they are casing your house, would you grab your semi-automatic rifle and go Rambo on these people? As a private citizen, I really do not see a need to own a semi-automatic rifle. I rack my brain on what possible scenario I would need a semi automatic rifle, nothing comes to mind.I am not against gun ownership, I am against owning semi-automatic assault style rifle",2,control,gun,1
I think it's necessary to have paid parental leave because it helps the people who are having a baby be better prepared to take care of the great responsibility of raising a baby one of the most difficult things to do. They shouldn't have to worry about working at a time so crucial in a child's life. This in turn would work out better for the parent and the child I believe. Having the ability to be taken care during the raising of the baby with the help of the workplace shows respect and loyalty to the person who works for them.,2,control,parent,1
"I am of the strong opinion that the sale of semi-automatic assault-style rifles should be totally banned because it would benefit the American public positively on the long run.Most fatal shooting in the country are basically carried out with assault rifles as a result leading to multiple deaths of the young and old.This is one accident too many and we cant continue to live in a society were everyone is living in fear and absolute danger.So i strongly believe that by banning the sale of semi-automatic assault rifles,it would go a long way protecting the safety of the American people and make them live in peace without and without any form of fear within them.",2,control,gun,1
"Parental leave is a good idea because workers will be recharged and more productive after spending time at home with their newborns.  The birth of a baby is an exciting time, and if workers do not get time off to experience it, they can become resentful and unfocused on their work.  But if they are given a short paid leave, they can fully focus on their new baby for a short time and then get back to work with no distractions.  Knowing that they have pay coming i n alleviates financial stress and allows them to fully transition to parenthood and all that it entails.  They can then return to work and be a productive member of their organization.",2,control,parent,1
"Did you know that allocating funds up front to ensure that everyone has access to health insurance might actually *decrease* the amount of money we have to spend on issues like homelessness and public assistance?

If we could ensure that every American has health insurance, a few things would happen:
1. Those living in poverty would be able to invest the money otherwise spent on expensive healthcare or health insurance into their local economies, housing situations, etc.
2. Fewer people would be forced out of their homes due to unexpected medical bills, lowering the homelessness problem
3. As a result of the above, our infrastructure would improve and our hospitals would be less overrun with homeless individuals",2,control,health,1
"If you need to be convinced why assault style rifles need to be banned, you just aren't paying attention. It seems almost everyday there is a violent gun crime commited in the united states. And it seems every time it's just a guy who walked into a store, bought the gun, and went on a killing spree. The united states gun violence death rate is much higher than most places, and these crimes can take place anywhere in the world at anytime. Unfortunately, they happen most at places such as schools or places of worship. People minding their own business, CHILDREN JUST TRYING TO GET AN EDUCATION. Banning these rifles would make the world a much better place. There is absolutely no reason for the average person, mentally stable or not, to own an automatic or semi-automatic weapon of any kind.",2,control,gun,1
"Banning the sale of semi-automatic rifles is essential for keeping our communities safe. These weapons were designed for rapid-fire killing, which makes them way too dangerous if they got in the wrong hands. By implementing a ban, we can prevent tragedies like mass shootings that are constantly happening across our country. Think of all the families that have received the call that their child has been killed because of these weapons that are easily able to be obtained. In order to save lives, it's crucial to restrict access to these types of firearms. Let's come together to enact sensible gun laws that protect our loved ones and prevent senseless violence.",2,control,gun,1
"Implementing a carbon tax for corporations is a good, solid way to encourage businesses to promote green practices and reduce their carbon output. Reducing carbon output is essential to defeat climate change. In order to slow or stop climate change, there needs to be changes greater than any single individual can make. Corporations need to fully implement eco-friendly methods before we hit the point of no return. Profits won't matter when there is a climate disaster and the economy has completely declined. This will happen within our lifetime unless major changes are made now. This is not a matter of opinion but has been backed by scientific evidence.",2,control,carbon,1
"When it boils down to it, the most obvious and logical reason behind offering a government funded healthcare plan is to lower our overall costs. While it seems counter-intuitive that spending money on someone else's healthcare to save money, overall, that's exactly what happens. Hospitals are already required by law to treat a patient that enters their emergency rooms, and these costs are passed on to the insurance companies, and therefor, you and I. Insurance companies are already making healthcare drastically unaffordable, for common man or the poor alike. By providing a government funded option, we can pool resources into one single entity versus countless insurance companies that merely act as middlemen that are free to jack up prices. The money is going to be spent from your pocket regardless, it may as well be spent efficiently and to the least amount possible.",2,control,health,1
"I don't see much harm in this, but I don't support it strongly. I support it in theory, why not register 18-year-olds to register? Alternately, how can we do that by party? Isn't part of registering to decide whether/to adhere to a party? I think it's a great way to modernize our voter registration process and eliminate obstacles for people who may otherwise find it difficult to register. I would like to see an opt-out option so that those who choose not to participate in this are able to decline the process, but overall I think it is a move in the right direction for this specific part of the voting process",2,control,vote,1
"It is becoming more and more difficult for people to get access to vital health care because the cost has spiralled to the point that many have just given up. It is my opinion that health care is a basic human need and a government that truly cares for its people address their health care needs.
There are currently 72 countries around the world that provide universal healthcare. That should be enough to take away the argument that it can't be done. The real argument is why won't we even try it?
Think of how important fully affordable health insurance is to you. I think you would agree that providing health insurance is a daunting task. Many people like you and I continue to suffer and forgo medical attention and treatment simply because they can not afford the insurance. 72 countries have successfully addressed this problem. It is past time that our government  address our own healthcare needs by providing supplemental funds to make healthcare affordable for everyone.",2,control,health,1
"Historically, firearms have placed an essential role in self-defense and survival. There was a certain type of mastery that was required, and an expert marksman was revered and admired. Is there anything more cool than a cowboy drawing quicker than his opponent and winning a duel with a perfectly accurate shot? 

Nowadays, with semi-automatic ""assault-style"" rifles and other weapons with high-capacity magazines and rapid-fire capabilities, this is no longer the case. With enough bullets, anyone can hit their target. The stereotype of a gun owner is entirely different; people don't picture gun owners as skilled experts, but rather amateur hobbyists cosplaying. 

I believe by banning the sale of semi-automatic guns, we are not attacking your Second Amendment rights or the right to bear arms, but pushing towards a return to traditional, responsible gun ownership. The outlaws of yore respected their weapons, and understood the power and using it judiciously and safely. The understood the power of each and every bullet. The ban on semi-automatic guns would push gun enthusiasts to focus on skill, precision and respect for the firearm. It would allow them to connect back to the heritage of gun ownership. They could feel pride in their craft and in keeping a long tradition alive. 

This would change the perception of gun culture as well. Respectful gun ownership or collecting could enter a similar realm as a history enthusiast collecting fine art or old antiquities. The stereotype of the uneducated and uncultured gun owner could be eliminated.

Banning the sale of semi-automatic guns isn't about taking away rights. It's about redefining what responsible gun ownership looks like. Doing so will connect us to traditional values and ensuring the safety and security of all. 

",2,control,gun,1
the topic banning the sale of semi automatic assault style rifles should be banned because people use such rifles for illegal activities like stealing committing a lot of crimes and killing of people and stealing of people which can not be traced beccause it is not registered which is not good for a country or state and it cause a lot of harm and does not help in the progress of a country and need to very restricted and banned from the use of semi automatic rifles and also should be well protected and also total security check should be done,2,control,gun,1
The U.S government should fund paid parental leave because it will motivate people to start families. This will create more need to contribute to the overall economy because people will need a way to support their families. We can also have more people that will be able to work in the future and contribute to our society. Funded parental leave is only a positive benefit for all of American society. We can shift the focus to what matters the most for every single American which is family. Paid parental leave should also be funded by tax dollars that each individual puts in from their income.,2,control,parent,1
"Banning assault style rifles is no brainer.  There is no need for an average person to have access to such a weapon.  They are weapons of mass destruction and do not belong in the hands  of everyday citizens.  These kinds of weapons are exactly what someone would use who planned to shoot up a school or their place of work.  Although I oppose guns of all types, I can see uses for pistols and handguns for hunting and protection but I see absolutely no reason to allow citizens to have access to assault rifles.  These should only be used by highly trained individuals such as those in the military.",2,control,gun,1
"The forgiveness is for people who qualified for programs that never got relief or were denied because of missing a single payment. Other people that are getting forgiveness are disabled and were granted relief. So unless you fall under one of the categories listed no relief. Hokay, here's the long, boring version of a student loan forgiveness primer bc Caleb (and sometimes this sub generally and perpetually fucking Dave Ramsey) constantly gets shit wrong. This is all for federal student loans only. If you have private student loans, I know nothing. There are currently 2 ways people are generally getting their student loans forgiven right now. None of them are Biden plans. So far, it has fuckall to do with who is in office. First is if you become disabled, your student loans may be forgiven. You have to be ""totally and permanently disabled"". (TPD). Some people have to apply for this but others might get it forgiven automatically through information shared by Veterans Affairs and the Social Security Administration. I think this is probably designed to catch people who are so affected that they may not be able to pursue a discharge, but that's just a guess. It used to be that any discharged loan amount was counted as taxable income. This is super problematic, especially for someone on a limited or fixed income. Suddenly one year you have to pay taxes on $50k extra that you never actually received. But then the Trump administration changed that in 2018 and now it's no longer taxed. The second way is through PSLF. This is a program that you're mostly hearing about and the one Caleb constantly conflates with the forgiveness program people on his show are actually talking about (more on that later). This program requires you to make 120 qualifying payments while working in the public sector or for a qualifying non profit and then you can apply for forgiveness.",2,control,loan,1
"Giving us a raise is a great cause. Giving aid to a foreign country to fight an invasion is a great cause. Guess fucking what you ignorant ass motherfuckers? We can do both. We can give federal wildland firefighters a fucking raise AND we can continue sending money to help a country that is having their civilian population killed. Every time you blue room dwellers bitch about “maybe we shouldn’t send money to Ukraine and then we get a raise” not only do you reveal yourself to be a fourth-truck-in-the-convoy backseat-Diamond-fire-window-licker who doesn’t understand nuance, bureaucracy, politics, tax dollars, or human decency, you also detract from the real conversation. Unlike you, governments can multitask. Keep your OANN parrot bullshit out of the conversation we tolerate you to participate in. You want to bitch about a waste of federal tax dollars? How about how J3 is pulling down $1mm a week and paying supervising employees as 1099s? How about when we hold T1 aircraft for incidents for weeks during conditions they can’t fly? Or an AD LOGS is holed up in a hotel an hour from camp soaking up per diem and a rental car? Fuck you. Keep it to your fucking self, you aren’t going to change any minds except to lower my opinion of you.",2,control,ukraine,1
"Whatever your political views, exercising your right to vote is your civic duty.  Therefore, we should make it as easy as possible to vote and that includes automatically registering all eligible voters.  By forcing people to register on their own, you increase the need for workers to answer queries from people who are not sure if they're registered or not so automatically registering will save money.  You will avoid confusion and you might even increase turn-out.  Politicians winning votes with < 30% of the eligible voter is a sham and something we need to fix.

Anyone who doesn't want someone else to vote is anti-democracy and I don't see a downside to automatic registration.",2,control,vote,1
"In my opinion, federal funding of paid parental leave is a family and economic investment. Federal funding for paid parental leave is essential support for parents during the most crucial time for families. During this crucial time, the presence of the parents is critical to the child's overall well-being. Federal funding ensures that parents can take time off from work without the stress of having limited time with their children. In the long run, federally funded parental leave will strengthen the workforce because of the retention of skilled workers. If the U.S. federal government should fund paid parental leave, it will foster a society that promotes gender equality.",2,control,parent,1
"As Americans I believe we should all look out for one another regardless of status. Some people are not as fortunate due to there circumstances or upbringing leading them to being disadvantaged and not able to afford health insurance. We should care about improving the health of all Americans and regardless, the government is going to use our taxes towards anything they impose so why not let it be for something good that we’re able to see and that isn’t hidden from us. Also, think about if it were you or if you were in that person situation and needed a helping hand.",2,control,health,1
"People often do not care too much about issues unless their wallet is affected. Implementing a federal carbon tax can hit people where it hurts, in the pocketbook, which may be one of the most effective ways to encourage people, or even corporations to change to more environmentally friendly lifestyles or business practices. Further, the tax dollars generated can be applies to research and development of safer alternatives to many common, and polluting practices. Waiting for individuals, businesses and corporations to first, decide that greener technology is what's needed to reduce greenhouse gasses, and second, to implement these changes on their own will more than likely be too time-consuming of a process, if enacted whatsoever. A tax penalty is an obvious solution to speed up the process of living a more green lifestyle.",2,control,carbon,1
"I believe that the US gov should allocate funds to assist people who are unable to fully afford on their own due to the endless rising cost in todays healthcare system that makes it extremely difficult for the average American to afford health care in todays economy. The US Gov carelessly spends money on so many other things that have no impact on the citizens, then spending money on healthcare should not be an issue. Too many citizens are going bankrupt due to not being able to afford ins and this policy would help many struggling Americans afford a decent health care plan for their families without putting them into debt.",2,control,health,1
"So, I'm supposed to try to convince you to change your mind about the idea of banning the sale of semi-automatic assault style rifles. And, I know that I am not going to be able to do that. I image that you, much like me, have your reasons for thinking this way. And, whatever things that I tell you? You would have already known about from your research and have already decided that they do not matter, to you. So, all I really want to say is that you could spend more time looking into opposing view points and thinking about why to feel and think the way that you do. But, I know that I'm not going to be the one to change that. People have to want to do those things and a Prolific study is not the place for this.",2,control,gun,1
"I believe we should continue to provide aid to Ukraine to support their efforts to expel Russian troops.  We cannot stand by and watch Russian aggression when Ukraine is more than willing to do the fighting, and all they ask is the weapons to get the job done.  Who know where Russia will stop if they are allowed to seize territory from other countries.  We only need to look to the 1930s and 40s to see what will happen if we don't act now.  Putin is far too dangerous to allow him to control the energy supplies, food production and transportation routes in Ukraine.",2,control,ukraine,1
"Democracy is a government by the people and the way people make their views known is by voting. Thus, every American should be automatically registered to vote upon reaching the required age. Restricting the ability to vote by requiring registration perverts the democratic system. If an American wants to vote, they should be allowed to vote. Period. It is their right as an American. 

We have reached the point as a society where the technology exists to easily register every American with a social security number to vote after reaching the age of 18. It was only in the archaic past when keeping records was cumbersome and tedious that a voter registration system made sense. It does not make sense anymore.",2,control,vote,1
"The United States Federal government should consider funding paid paternal leave. Many other countries, especially European ones, are already providing such benefits. We are behind and that is why many people are moving out of the country - due to our poor benefits. The number of kids people are having is decreasing, and not having paid leave is one of the reasons why. Our government needs to provide more support, so people feel like they can have kids without worrying about finances. In many places, you have to take your PTO to fund for your leave, which is terrible practice.",2,control,parent,1
"I can see both sides of cancelling student debt.  People knowingly took out loans, often times more than they needed or even more than their degree/future career warranted; however, I look back to when I was in college, 30 years ago, and the cost of my education was nowhere near the hardship it is now.  I was able to work a few part time jobs and almost pay for my degree in full.  I didn't receive any federal aid such as Pell grants, so I did take out a couple of small loans during my student teaching. My daughter's college tuition is $20,000 a year.  It is ridiculous and the return on investment is not going to be there; however, we need teachers, which is what her chosen profession is. I don't know where she could go and get a cheaper degree.

I feel like so many adults are in a similar situation:  they need a degree to get a career, but the degree is so expensive, they have to take out loans.  Plus, I kind of feel like they were lied to: work hard, go to college and live the American dream.  Today's American dream is not like yesterday's and is seemingly unattainable for most.  

That's why student debt, for the first bachelor, masters, and/or doctorate should be cancelled. Now, for those who are professional students and went to college for 10 years and never finished a degree?  I'm on the fence about that one.  They probably need it cancelled more than anyone.",2,control,loan,1
"i strongly believe banning the sales of semi automatic assault riffle is the right thing to do as this riffle can take out several lives at a time, lets take the case of mass shooting as an example, if the perpetrators of the crime didn't have a riffle then no live would have been lost as a result of mass shooting and take for instance, if your family member or your loved ones were victim of mass shooting, it would hit differently. in all we do we should consider human life first as we all just have ONE LIFE TO LIVE.",2,control,gun,1
"Let's unite in supporting Ukraine against Russian aggression. Aiding Ukraine isn't just a humanitarian imperative; it's a stand for global stability. By offering assistance, we reinforce the values of sovereignty and democracy. Ignoring this crisis risks setting a dangerous precedent for unchecked aggression. Our support can be a beacon of hope, fostering international collaboration to deter future conflicts. Standing with Ukraine means defending the principles that uphold peace and freedom worldwide. It's not just about aiding one nation; it's about safeguarding the collective security and preserving a world where nations can thrive without fear of unwarranted intrusion. Join the call for solidarity and make a difference.",2,control,ukraine,1
"I know a lot of people have a problem with the phrase 'climate change' and that phrase is triggering to many people. But I ask you that regardless of how you feel about climate change, we all need to agree that pollution is real. We see the effects of pollution in our air quality, in smog, our children experiencing asthma and other breathing ailments, we see the effects of it in our water. So shouldn't we focus on making sure our air is clean? I think we should do everything in our power to make sure that all of us, no matter where we live can breathe clean air. If carbon tax helps us toward that goal then why don't we look into it. I am open to any proposal that ensures our ail is clean.",2,control,carbon,1
Given aid to Ukraine and their fight against Russia I do not believe that we should be giving a and I'll tell you why even though what's your is dominant and it's always resources abuse where you stop exactly stop sometime somewhere a lot of people don't stop now because big difference in the ability of work one of these combatants can do one could like half of the world away every other one basically couldn't wipe itself but we have got to learn to worry about the war in the streets what about crying worry about life what is going on in our country the people here who can't immigrants that is my body or borders and trying to take over the country I am no conservative I am actually slightly liberal but I believe that we have to take care of here first and then let our resources reach out to those who may be in need but we have so many problems in this country to take care of that we should not in any way be supporting anyone else's anything until we can get our country together so we have to begin to do what is necessary here or we can think of doing anything anywhere else.,2,control,ukraine,1
